,% Votes obtained - Votes obtenus %,Appartenance politique,Electoral district name,Electoral district number - Numéro de la circonscription,Given name - Prénom,Middle name(s) - Autre(s) prénom(s),Nom de la circonscription,Political affiliation,Province,Rejected ballots - Bulletins rejetés***,Surname - Nom de famille,Total number of ballots cast - Nombre total de votes déposés,Type de résultats**,Type of results*,Votes obtained - Votes obtenus
907,1.6,Parti Vert,Kenora,35042,Ember C.,,Kenora,Green Party,Ontario,144,McKillop,30896,validés,validated,501
908,28.5,Conservateur,Kenora,35042,Greg,,Kenora,Conservative,Ontario,144,Rickford,30896,validés,validated,8751
909,35.5,Libéral,Kenora,35042,Bob,,Kenora,Liberal,Ontario,144,Nault,30896,validés,validated,10918
910,58.7,Libéral,Pierrefonds--Dollard,24056,Frank,,Pierrefonds--Dollard,Liberal,Quebec,368,Baylis,58873,validés,validated,34319
911,20,Conservateur,Pierrefonds--Dollard,24056,Valérie,,Pierrefonds--Dollard,Conservative,Quebec,368,Assouline,58873,validés,validated,11694
912,16.4,NPD-Nouveau Parti démocratique,Pierrefonds--Dollard,24056,Lysane,,Pierrefonds--Dollard,NDP-New Democratic Party,Quebec,368,Blanchette-Lamothe,58873,validés,validated,9584
913,1.5,Parti Vert,Pierrefonds--Dollard,24056,Abraham,,Pierrefonds--Dollard,Green Party,Quebec,368,Weizfeld,58873,validés,validated,865
914,3.5,Bloc Québécois,Pierrefonds--Dollard,24056,Natalie,,Pierrefonds--Dollard,Bloc Québécois,Quebec,368,Laplante,58873,validés,validated,2043
915,5.9,NPD-Nouveau Parti démocratique,Oakville,35072,Che,,Oakville,NDP-New Democratic Party,Ontario,245,Marville,64948,validés,validated,3830
916,2.2,Parti Vert,Oakville,35072,David,,Oakville,Green Party,Ontario,245,Doel,64948,validés,validated,1420
917,49.4,Libéral,Oakville,35072,John,,Oakville,Liberal,Ontario,245,Oliver,64948,validés,validated,31956
918,42.5,Conservateur,Oakville,35072,Terence,,Oakville,Conservative,Ontario,245,Young,64948,validés,validated,27497
919,.4,Indépendant,Burnaby North--Seymour,59002,Helen Hee Soon,,Burnaby-Nord--Seymour,Independent,British Columbia,260,Chang,52740,validés,validated,207
920,.2,Communiste,Burnaby North--Seymour,59002,Brent,,Burnaby-Nord--Seymour,Communist,British Columbia,260,Jantzen,52740,validés,validated,126
921,36.1,Libéral,Burnaby North--Seymour,59002,Terry,,Burnaby-Nord--Seymour,Liberal,British Columbia,260,Beech,52740,validés,validated,18938
922,29.6,NPD-Nouveau Parti démocratique,Burnaby North--Seymour,59002,Carol,,Burnaby-Nord--Seymour,NDP-New Democratic Party,British Columbia,260,Baird Ellan,52740,validés,validated,15537
923,27.8,Conservateur,Burnaby North--Seymour,59002,Mike,,Burnaby-Nord--Seymour,Conservative,British Columbia,260,Little,52740,validés,validated,14612
924,.5,Libertarien,Burnaby North--Seymour,59002,Chris,,Burnaby-Nord--Seymour,Libertarian,British Columbia,260,Tylor,52740,validés,validated,252
925,.1,Marxiste-Léniniste,Burnaby North--Seymour,59002,Brian,,Burnaby-Nord--Seymour,Marxist-Leninist,British Columbia,260,Sproule,52740,validés,validated,43
926,5.3,Parti Vert,Burnaby North--Seymour,59002,Lynne,,Burnaby-Nord--Seymour,Green Party,British Columbia,260,Quarmby,52740,validés,validated,2765
927,1.8,Parti Vert,Saskatoon--Grasswood,47010,Mark,,Saskatoon--Grasswood,Green Party,Saskatchewan,137,Bigland-Pritchard,46223,validés,validated,846
928,30.2,NPD-Nouveau Parti démocratique,Saskatoon--Grasswood,47010,Scott,,Saskatoon--Grasswood,NDP-New Democratic Party,Saskatchewan,137,Bell,46223,validés,validated,13909
929,26.4,Libéral,Saskatoon--Grasswood,47010,Tracy,,Saskatoon--Grasswood,Liberal,Saskatchewan,137,Muggli,46223,validés,validated,12165
930,41.6,Conservateur,Saskatoon--Grasswood,47010,Kevin,,Saskatoon--Grasswood,Conservative,Saskatchewan,137,Waugh,46223,validés,validated,19166
931,28.4,Libéral,Fort McMurray--Cold Lake,48023,Kyle,,Fort McMurray--Cold Lake,Liberal,Alberta,158,Harrietha,47424,validés,validated,13403
932,1.6,Parti Vert,Fort McMurray--Cold Lake,48023,Brian,,Fort McMurray--Cold Lake,Green Party,Alberta,158,Deheer,47424,validés,validated,743
933,1.2,Libertarien,Fort McMurray--Cold Lake,48023,Scott,,Fort McMurray--Cold Lake,Libertarian,Alberta,158,Berry,47424,validés,validated,552
934,.6,Parti de l'Héritage Chrétien,Fort McMurray--Cold Lake,48023,Roelof,,Fort McMurray--Cold Lake,Christian Heritage Party,Alberta,158,Janssen,47424,validés,validated,280
935,60.6,Conservateur,Fort McMurray--Cold Lake,48023,David,,Fort McMurray--Cold Lake,Conservative,Alberta,158,Yurdiga,47424,validés,validated,28625
936,7.7,NPD-Nouveau Parti démocratique,Fort McMurray--Cold Lake,48023,Melody,,Fort McMurray--Cold Lake,NDP-New Democratic Party,Alberta,158,Lepine,47424,validés,validated,3663
937,1.7,Parti Vert,Beauce,24007,Céline Brown,,Beauce,Green Party,Quebec,712,MacDonald,56594,validés,validated,943
938,58.9,Conservateur,Beauce,24007,Maxime,,Beauce,Conservative,Quebec,712,Bernier,56594,validés,validated,32910
939,9.7,NPD-Nouveau Parti démocratique,Beauce,24007,Daniel,,Beauce,NDP-New Democratic Party,Quebec,712,Royer,56594,validés,validated,5443
940,22.3,Libéral,Beauce,24007,Adam,,Beauce,Liberal,Quebec,712,Veilleux,56594,validés,validated,12442
941,7.4,Bloc Québécois,Beauce,24007,Stéphane,,Beauce,Bloc Québécois,Quebec,712,Trudel,56594,validés,validated,4144
942,13.4,Libéral,Red Deer--Mountain View,48029,Chandra Lescia,,Red Deer--Mountain View,Liberal,Alberta,135,Kastern,62347,validés,validated,8356
943,8.4,NPD-Nouveau Parti démocratique,Red Deer--Mountain View,48029,Paul,,Red Deer--Mountain View,NDP-New Democratic Party,Alberta,135,Harris,62347,validés,validated,5233
944,74.3,Conservateur,Red Deer--Mountain View,48029,Earl,,Red Deer--Mountain View,Conservative,Alberta,135,Dreeshen,62347,validés,validated,46245
945,.5,Pirate,Red Deer--Mountain View,48029,Scott,,Red Deer--Mountain View,Pirate,Alberta,135,Milne,62347,validés,validated,312
946,.7,Libertarien,Red Deer--Mountain View,48029,James,,Red Deer--Mountain View,Libertarian,Alberta,135,Walper,62347,validés,validated,445
947,2.6,Parti Vert,Red Deer--Mountain View,48029,Simon,,Red Deer--Mountain View,Green Party,Alberta,135,Oleny,62347,validés,validated,1621
948,38.5,Libéral,Stormont--Dundas--South Glengarry,35102,Bernadette,,Stormont--Dundas--South Glengarry,Liberal,Ontario,234,Clement,53300,validés,validated,20452
949,8.2,NPD-Nouveau Parti démocratique,Stormont--Dundas--South Glengarry,35102,Patrick,,Stormont--Dundas--South Glengarry,NDP-New Democratic Party,Ontario,234,Burger,53300,validés,validated,4332
950,2.2,Parti Vert,Stormont--Dundas--South Glengarry,35102,Elaine,,Stormont--Dundas--South Glengarry,Green Party,Ontario,234,Kennedy,53300,validés,validated,1191
951,51.1,Conservateur,Stormont--Dundas--South Glengarry,35102,Guy,,Stormont--Dundas--South Glengarry,Conservative,Ontario,234,Lauzon,53300,validés,validated,27091
952,46.9,Libéral,Richmond Hill,35087,Majid,,Richmond Hill,Liberal,Ontario,253,Jowhari,49366,validés,validated,23032
953,8,NPD-Nouveau Parti démocratique,Richmond Hill,35087,Adam,,Richmond Hill,NDP-New Democratic Party,Ontario,253,DeVita,49366,validés,validated,3950
954,43.3,Conservateur,Richmond Hill,35087,Michael,,Richmond Hill,Conservative,Ontario,253,Parsa,49366,validés,validated,21275
955,1.7,Parti Vert,Richmond Hill,35087,Gwendolyn,,Richmond Hill,Green Party,Ontario,253,Veenema,49366,validés,validated,856
956,1.6,Parti Vert,Honoré-Mercier,24029,Angela,,Honoré-Mercier,Green Party,Quebec,682,Budilean,52340,validés,validated,814
957,12.9,Bloc Québécois,Honoré-Mercier,24029,Audrey,,Honoré-Mercier,Bloc Québécois,Quebec,682,Beauséjour,52340,validés,validated,6680
958,16.4,NPD-Nouveau Parti démocratique,Honoré-Mercier,24029,Paulina,,Honoré-Mercier,NDP-New Democratic Party,Quebec,682,Ayala,52340,validés,validated,8478
959,12.1,Conservateur,Honoré-Mercier,24029,Guy,,Honoré-Mercier,Conservative,Quebec,682,Croteau,52340,validés,validated,6226
960,56.5,Libéral,Honoré-Mercier,24029,Pablo,,Honoré-Mercier,Liberal,Quebec,682,Rodriguez,52340,validés,validated,29211
961,.2,Marxiste-Léniniste,Honoré-Mercier,24029,Yves,,Honoré-Mercier,Marxist-Leninist,Quebec,682,Le Seigle,52340,validés,validated,81
962,.3,Forces et Démocratie - Allier les forces de nos régions,Honoré-Mercier,24029,Dayana,,Honoré-Mercier,Forces et Démocratie - Allier les forces de nos régions,Quebec,682,Dejean,52340,validés,validated,168
963,23.7,NPD-Nouveau Parti démocratique,Scarborough Southwest,35098,Dan,,Scarborough-Sud-Ouest,NDP-New Democratic Party,Ontario,277,Harris,49043,validés,validated,11574
964,52.5,Libéral,Scarborough Southwest,35098,Bill,,Scarborough-Sud-Ouest,Liberal,Ontario,277,Blair,49043,validés,validated,25586
965,21.2,Conservateur,Scarborough Southwest,35098,Roshan,,Scarborough-Sud-Ouest,Conservative,Ontario,277,Nallaratnam,49043,validés,validated,10347
966,2.6,Parti Vert,Scarborough Southwest,35098,Tommy,,Scarborough-Sud-Ouest,Green Party,Ontario,277,Taylor,49043,validés,validated,1259
967,50.5,Conservateur,Louis-Saint-Laurent,24045,Gérard,,Louis-Saint-Laurent,Conservative,Quebec,852,Deltell,65535,validés,validated,32637
968,15.9,NPD-Nouveau Parti démocratique,Louis-Saint-Laurent,24045,G. Daniel,,Louis-Saint-Laurent,NDP-New Democratic Party,Quebec,852,Caron,65535,validés,validated,10296
969,21.4,Libéral,Louis-Saint-Laurent,24045,Youri,,Louis-Saint-Laurent,Liberal,Quebec,852,Rousseau,65535,validés,validated,13852
970,10.3,Bloc Québécois,Louis-Saint-Laurent,24045,Ronald,,Louis-Saint-Laurent,Bloc Québécois,Quebec,852,Sirard,65535,validés,validated,6688
971,1.9,Parti Vert,Louis-Saint-Laurent,24045,Michel,,Louis-Saint-Laurent,Green Party,Quebec,852,Savard,65535,validés,validated,1210
972,34.7,Conservateur,Winnipeg South,46013,Gordon,,Winnipeg-Sud,Conservative,Manitoba,203,Giesbrecht,48402,validés,validated,16709
973,58.3,Libéral,Winnipeg South,46013,Terry,,Winnipeg-Sud,Liberal,Manitoba,203,Duguid,48402,validés,validated,28096
974,5,NPD-Nouveau Parti démocratique,Winnipeg South,46013,Brianne,,Winnipeg-Sud,NDP-New Democratic Party,Manitoba,203,Goertzen,48402,validés,validated,2404
975,2.1,Parti Vert,Winnipeg South,46013,Adam,,Winnipeg-Sud,Green Party,Manitoba,203,Smith,48402,validés,validated,990
976,1.4,Libertarien,Kitchener--Conestoga,35046,Richard,,Kitchener--Conestoga,Libertarian,Ontario,227,Hodgson,47926,validés,validated,685
977,43.3,Conservateur,Kitchener--Conestoga,35046,Harold,,Kitchener--Conestoga,Conservative,Ontario,227,Albrecht,47926,validés,validated,20649
978,2.8,Parti Vert,Kitchener--Conestoga,35046,Bob,,Kitchener--Conestoga,Green Party,Ontario,227,Jonkman,47926,validés,validated,1314
979,9.8,NPD-Nouveau Parti démocratique,Kitchener--Conestoga,35046,James,,Kitchener--Conestoga,NDP-New Democratic Party,Ontario,227,Villeneuve,47926,validés,validated,4653
980,42.8,Libéral,Kitchener--Conestoga,35046,Tim,,Kitchener--Conestoga,Liberal,Ontario,227,Louis,47926,validés,validated,20398
981,.3,Radical Marijuana,Scarborough--Guildwood,35095,Paul,,Scarborough--Guildwood,Radical Marijuana,Ontario,198,Coulbeck,42115,validés,validated,141
982,.4,Indépendant,Scarborough--Guildwood,35095,Kevin,,Scarborough--Guildwood,Independent,Ontario,198,Clarke,42115,validés,validated,175
983,11.3,NPD-Nouveau Parti démocratique,Scarborough--Guildwood,35095,Laura,,Scarborough--Guildwood,NDP-New Democratic Party,Ontario,198,Casselman,42115,validés,validated,4720
984,1.4,Parti Vert,Scarborough--Guildwood,35095,Kathleen,,Scarborough--Guildwood,Green Party,Ontario,198,Holding,42115,validés,validated,606
985,60,Libéral,Scarborough--Guildwood,35095,John,,Scarborough--Guildwood,Liberal,Ontario,198,McKay,42115,validés,validated,25167
986,26.5,Conservateur,Scarborough--Guildwood,35095,Chuck,,Scarborough--Guildwood,Conservative,Ontario,198,Konkel,42115,validés,validated,11108
987,27.3,Libéral,Repentigny,24060,Adriana,,Repentigny,Liberal,Quebec,1179,Dudas,66390,validés,validated,17798
988,2,Forces et Démocratie - Allier les forces de nos régions,Repentigny,24060,Johnathan,,Repentigny,Forces et Démocratie - Allier les forces de nos régions,Quebec,1179,Cloutier,66390,validés,validated,1333
989,23.3,NPD-Nouveau Parti démocratique,Repentigny,24060,Réjean,,Repentigny,NDP-New Democratic Party,Quebec,1179,Bellemare,66390,validés,validated,15167
990,1.9,Parti Vert,Repentigny,24060,Yoland,,Repentigny,Green Party,Quebec,1179,Gilbert,66390,validés,validated,1242
991,34.7,Bloc Québécois,Repentigny,24060,Monique,,Repentigny,Bloc Québécois,Quebec,1179,Pauzé,66390,validés,validated,22618
992,10.8,Conservateur,Repentigny,24060,Jonathan,,Repentigny,Conservative,Quebec,1179,Lefebvre,66390,validés,validated,7053
993,34.9,Libéral,Edmonton West,48020,Karen,,Edmonton-Ouest,Liberal,Alberta,233,Leibovici,53690,validés,validated,18649
994,.6,Libertarien,Edmonton West,48020,Alexander,,Edmonton-Ouest,Libertarian,Alberta,233,Dussault,53690,validés,validated,341
995,1.9,Parti Vert,Edmonton West,48020,Pamela Leslie,,Edmonton-Ouest,Green Party,Alberta,233,Bryan,53690,validés,validated,1037
996,13,NPD-Nouveau Parti démocratique,Edmonton West,48020,Heather,,Edmonton-Ouest,NDP-New Democratic Party,Alberta,233,MacKenzie,53690,validés,validated,6955
997,.2,Marxiste-Léniniste,Edmonton West,48020,Peggy,,Edmonton-Ouest,Marxist-Leninist,Alberta,233,Morton,53690,validés,validated,105
998,49.3,Conservateur,Edmonton West,48020,Kelly,,Edmonton-Ouest,Conservative,Alberta,233,McCauley,53690,validés,validated,26370
999,.4,Marxiste-Léniniste,Notre-Dame-de-Grâce--Westmount,24053,Rachel,,Notre-Dame-de-Grâce--Westmount,Marxist-Leninist,Quebec,311,Hoffman,51904,validés,validated,181
1000,57.7,Libéral,Notre-Dame-de-Grâce--Westmount,24053,Marc,,Notre-Dame-de-Grâce--Westmount,Liberal,Quebec,311,Garneau,51904,validés,validated,29755
1001,.3,Indépendant,Notre-Dame-de-Grâce--Westmount,24053,Lisa Julie,,Notre-Dame-de-Grâce--Westmount,Independent,Quebec,311,Cahn,51904,validés,validated,151
1002,21.8,NPD-Nouveau Parti démocratique,Notre-Dame-de-Grâce--Westmount,24053,James,,Notre-Dame-de-Grâce--Westmount,NDP-New Democratic Party,Quebec,311,Hughes,51904,validés,validated,11229
1003,3.1,Parti Vert,Notre-Dame-de-Grâce--Westmount,24053,Melissa Kate,,Notre-Dame-de-Grâce--Westmount,Green Party,Quebec,311,Wheeler,51904,validés,validated,1581
1004,14.4,Conservateur,Notre-Dame-de-Grâce--Westmount,24053,Richard,,Notre-Dame-de-Grâce--Westmount,Conservative,Quebec,311,Sagala,51904,validés,validated,7414
1005,2.5,Bloc Québécois,Notre-Dame-de-Grâce--Westmount,24053,Simon,,Notre-Dame-de-Grâce--Westmount,Bloc Québécois,Quebec,311,Quesnel,51904,validés,validated,1282
1006,17,NPD-Nouveau Parti démocratique,Lambton--Kent--Middlesex,35048,Rex,,Lambton--Kent--Middlesex,NDP-New Democratic Party,Ontario,224,Isaac,56587,validés,validated,9598
1007,29.4,Libéral,Lambton--Kent--Middlesex,35048,Ken,,Lambton--Kent--Middlesex,Liberal,Ontario,224,Filson,56587,validés,validated,16592
1008,3.3,Parti Vert,Lambton--Kent--Middlesex,35048,Jim,,Lambton--Kent--Middlesex,Green Party,Ontario,224,Johnston,56587,validés,validated,1873
1009,50.2,Conservateur,Lambton--Kent--Middlesex,35048,Bev,,Lambton--Kent--Middlesex,Conservative,Ontario,224,Shipley,56587,validés,validated,28300
1010,.6,Rhinocéros,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,24051,Bien Gras,,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Rhinoceros,Quebec,815,Gagné,50016,validés,validated,288
1011,16.1,Bloc Québécois,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,24051,Louis,,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bloc Québécois,Quebec,815,Gagnon,50016,validés,validated,7919
1012,1.7,Parti Vert,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,24051,Chantal,,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Green Party,Quebec,815,Breton,50016,validés,validated,821
1013,29,Conservateur,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,24051,Bernard,,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Conservative,Quebec,815,Généreux,50016,validés,validated,14264
1014,28.4,Libéral,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,24051,Marie-Josée,,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Liberal,Quebec,815,Normand,50016,validés,validated,13995
1015,24.2,NPD-Nouveau Parti démocratique,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,24051,François,,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,NDP-New Democratic Party,Quebec,815,Lapointe,50016,validés,validated,11914
1016,2,Parti Vert,York South--Weston,35120,John,,York-Sud--Weston,Green Party,Ontario,362,Johnson,44068,validés,validated,892
1017,46,Libéral,York South--Weston,35120,Ahmed,,York-Sud--Weston,Liberal,Ontario,362,Hussen,44068,validés,validated,20093
1018,2.4,Libertarien,York South--Weston,35120,Stephen,,York-Sud--Weston,Libertarian,Ontario,362,Lepone,44068,validés,validated,1041
1019,30.4,NPD-Nouveau Parti démocratique,York South--Weston,35120,Mike,,York-Sud--Weston,NDP-New Democratic Party,Ontario,362,Sullivan,44068,validés,validated,13281
1020,19.2,Conservateur,York South--Weston,35120,James,,York-Sud--Weston,Conservative,Ontario,362,Robinson,44068,validés,validated,8399
1021,31.1,NPD-Nouveau Parti démocratique,Sarnia--Lambton,35091,Jason Wayne,,Sarnia--Lambton,NDP-New Democratic Party,Ontario,267,McMichael,58392,validés,validated,18102
1022,38.8,Conservateur,Sarnia--Lambton,35091,Marilyn,,Sarnia--Lambton,Conservative,Ontario,267,Gladu,58392,validés,validated,22565
1023,27.3,Libéral,Sarnia--Lambton,35091,Dave,,Sarnia--Lambton,Liberal,Ontario,267,McPhail,58392,validés,validated,15853
1024,2.8,Parti Vert,Sarnia--Lambton,35091,Peter,,Sarnia--Lambton,Green Party,Ontario,267,Smith,58392,validés,validated,1605
1025,11.4,NPD-Nouveau Parti démocratique,Selkirk--Interlake--Eastman,46010,Deborah,,Selkirk--Interlake--Eastman,NDP-New Democratic Party,Manitoba,216,Chief,49579,validés,validated,5649
1026,51.9,Conservateur,Selkirk--Interlake--Eastman,46010,James,,Selkirk--Interlake--Eastman,Conservative,Manitoba,216,Bezan,49579,validés,validated,25617
1027,1.8,Libertarien,Selkirk--Interlake--Eastman,46010,Donald L.,,Selkirk--Interlake--Eastman,Libertarian,Manitoba,216,Grant,49579,validés,validated,882
1028,31.4,Libéral,Selkirk--Interlake--Eastman,46010,Joanne,,Selkirk--Interlake--Eastman,Liberal,Manitoba,216,Levy,49579,validés,validated,15508
1029,3.5,Parti Vert,Selkirk--Interlake--Eastman,46010,Wayne,,Selkirk--Interlake--Eastman,Green Party,Manitoba,216,James,49579,validés,validated,1707
1030,7.3,NPD-Nouveau Parti démocratique,York Centre,35118,Hal,,York-Centre,NDP-New Democratic Party,Ontario,319,Berman,43263,validés,validated,3148
1031,44,Conservateur,York Centre,35118,Mark,,York-Centre,Conservative,Ontario,319,Adler,43263,validés,validated,18893
1032,1.8,Parti Vert,York Centre,35118,Constantine,,York-Centre,Green Party,Ontario,319,Kritsonis,43263,validés,validated,772
1033,46.9,Libéral,York Centre,35118,Michael,,York-Centre,Liberal,Ontario,319,Levitt,43263,validés,validated,20131
1034,6.5,NPD-Nouveau Parti démocratique,King--Vaughan,35043,Natalie,,King--Vaughan,NDP-New Democratic Party,Ontario,290,Rizzo,54976,validés,validated,3571
1035,1.9,Parti Vert,King--Vaughan,35043,Ann,,King--Vaughan,Green Party,Ontario,290,Raney,54976,validés,validated,1037
1036,47.4,Libéral,King--Vaughan,35043,Deb,,King--Vaughan,Liberal,Ontario,290,Schulte,54976,validés,validated,25908
1037,44.2,Conservateur,King--Vaughan,35043,Konstantin,,King--Vaughan,Conservative,Ontario,290,Toubis,54976,validés,validated,24170
1038,38.9,Libéral,Parry Sound--Muskoka,35082,Trisha,,Parry Sound--Muskoka,Liberal,Ontario,134,Cowie,51413,validés,validated,19937
1039,43.3,Conservateur,Parry Sound--Muskoka,35082,Tony,,Parry Sound--Muskoka,Conservative,Ontario,134,Clement,51413,validés,validated,22206
1040,.2,Pirate,Parry Sound--Muskoka,35082,Duncan,,Parry Sound--Muskoka,Pirate,Ontario,134,Bell,51413,validés,validated,121
1041,7.2,Parti Vert,Parry Sound--Muskoka,35082,Glen,,Parry Sound--Muskoka,Green Party,Ontario,134,Hodgson,51413,validés,validated,3704
1042,.1,Marxiste-Léniniste,Parry Sound--Muskoka,35082,Albert Gray,,Parry Sound--Muskoka,Marxist-Leninist,Ontario,134,Smith,51413,validés,validated,40
1043,.2,PAC,Parry Sound--Muskoka,35082,Gordie,,Parry Sound--Muskoka,CAP,Ontario,134,Merton,51413,validés,validated,88
1044,10.1,NPD-Nouveau Parti démocratique,Parry Sound--Muskoka,35082,Matt,,Parry Sound--Muskoka,NDP-New Democratic Party,Ontario,134,McCarthy,51413,validés,validated,5183
1045,24.9,NPD-Nouveau Parti démocratique,Thérèse-De Blainville,24013,Alain,,Thérèse-De Blainville,NDP-New Democratic Party,Quebec,1007,Giguère,57255,validés,validated,14022
1046,2.4,Parti Vert,Thérèse-De Blainville,24013,Andrew,,Thérèse-De Blainville,Green Party,Quebec,1007,Carkner,57255,validés,validated,1352
1047,32.5,Libéral,Thérèse-De Blainville,24013,Ramez,,Thérèse-De Blainville,Liberal,Quebec,1007,Ayoub,57255,validés,validated,18281
1048,.6,Libertarien,Thérèse-De Blainville,24013,Daniel,,Thérèse-De Blainville,Libertarian,Quebec,1007,Guindon,57255,validés,validated,355
1049,12.4,Conservateur,Thérèse-De Blainville,24013,Manuel,,Thérèse-De Blainville,Conservative,Quebec,1007,Puga,57255,validés,validated,7000
1050,27.1,Bloc Québécois,Thérèse-De Blainville,24013,Alain,,Thérèse-De Blainville,Bloc Québécois,Quebec,1007,Marginean,57255,validés,validated,15238
1051,2.4,Parti Vert,Niagara Centre,35066,David,,Niagara-Centre,Green Party,Ontario,323,Clow,55005,validés,validated,1316
1052,35.7,Libéral,Niagara Centre,35066,Vance,,Niagara-Centre,Liberal,Ontario,323,Badawey,55005,validés,validated,19513
1053,31.5,NPD-Nouveau Parti démocratique,Niagara Centre,35066,Malcolm,,Niagara-Centre,NDP-New Democratic Party,Ontario,323,Allen,55005,validés,validated,17218
1054,.5,Animal Alliance/Environment Voters,Niagara Centre,35066,Jody,,Niagara-Centre,Animal Alliance/Environment Voters,Ontario,323,Di Bartolomeo,55005,validés,validated,291
1055,.2,Marxiste-Léniniste,Niagara Centre,35066,Ron J.,,Niagara-Centre,Marxist-Leninist,Ontario,323,Walker,55005,validés,validated,96
1056,29.7,Conservateur,Niagara Centre,35066,Leanna,,Niagara-Centre,Conservative,Ontario,323,Villella,55005,validés,validated,16248
1057,8.2,NPD-Nouveau Parti démocratique,Ajax,35001,Stephanie,,Ajax,NDP-New Democratic Party,Ontario,206,Brown,56513,validés,validated,4630
1058,34.4,Conservateur,Ajax,35001,Chris,,Ajax,Conservative,Ontario,206,Alexander,56513,validés,validated,19374
1059,1.4,Parti Vert,Ajax,35001,Jeff,,Ajax,Green Party,Ontario,206,Hill,56513,validés,validated,788
1060,.1,Parti Uni,Ajax,35001,Bob,,Ajax,United Party,Ontario,206,Kesic,56513,validés,validated,57
1061,55.9,Libéral,Ajax,35001,Mark,,Ajax,Liberal,Ontario,206,Holland,56513,validés,validated,31458
1062,1.2,Indépendant,Cariboo--Prince George,59004,Sheldon,,Cariboo--Prince George,Independent,British Columbia,216,Clare,53950,validés,validated,657
1063,.7,Aucune appartenance,Cariboo--Prince George,59004,Gordon,,Cariboo--Prince George,No Affiliation,British Columbia,216,Campbell,53950,validés,validated,402
1064,31.5,Libéral,Cariboo--Prince George,59004,Tracy,,Cariboo--Prince George,Liberal,British Columbia,216,Calogheros,53950,validés,validated,16921
1065,.6,Parti de l'Héritage Chrétien,Cariboo--Prince George,59004,Adam,,Cariboo--Prince George,Christian Heritage Party,British Columbia,216,De Kroon,53950,validés,validated,327
1066,3.5,Parti Vert,Cariboo--Prince George,59004,Richard Edward,,Cariboo--Prince George,Green Party,British Columbia,216,Jaques,53950,validés,validated,1860
1067,36.6,Conservateur,Cariboo--Prince George,59004,Todd,,Cariboo--Prince George,Conservative,British Columbia,216,Doherty,53950,validés,validated,19688
1068,25.8,NPD-Nouveau Parti démocratique,Cariboo--Prince George,59004,Trent,,Cariboo--Prince George,NDP-New Democratic Party,British Columbia,216,Derrick,53950,validés,validated,13879
1069,20.9,Libéral,Essex,35026,Audrey,,Essex,Liberal,Ontario,241,Festeryga,60772,validés,validated,12639
1070,1.9,Parti Vert,Essex,35026,Jennifer,,Essex,Green Party,Ontario,241,Alderson,60772,validés,validated,1141
1071,41.4,NPD-Nouveau Parti démocratique,Essex,35026,Tracey,,Essex,NDP-New Democratic Party,Ontario,241,Ramsey,60772,validés,validated,25072
1072,35.7,Conservateur,Essex,35026,Jeff,,Essex,Conservative,Ontario,241,Watson,60772,validés,validated,21602
1073,.1,Marxiste-Léniniste,Essex,35026,Enver,,Essex,Marxist-Leninist,Ontario,241,Villamizar,60772,validés,validated,77
1074,3.4,Parti Vert,Kings--Hants,12007,Will,,Kings--Hants,Green Party,Nova Scotia,202,Cooper,46888,validés,validated,1569
1075,.4,Rhinocéros,Kings--Hants,12007,Megan,,Kings--Hants,Rhinoceros,Nova Scotia,202,Brown-Hodges,46888,validés,validated,184
1076,70.7,Libéral,Kings--Hants,12007,Scott,,Kings--Hants,Liberal,Nova Scotia,202,Brison,46888,validés,validated,33026
1077,6.4,NPD-Nouveau Parti démocratique,Kings--Hants,12007,Hugh,,Kings--Hants,NDP-New Democratic Party,Nova Scotia,202,Curry,46888,validés,validated,2998
1078,.2,Indépendant,Kings--Hants,12007,Clifford James,,Kings--Hants,Independent,Nova Scotia,202,Williams,46888,validés,validated,100
1079,.3,Indépendant,Kings--Hants,12007,Edd,,Kings--Hants,Independent,Nova Scotia,202,Twohig,46888,validés,validated,132
1080,18.6,Conservateur,Kings--Hants,12007,David,,Kings--Hants,Conservative,Nova Scotia,202,Morse,46888,validés,validated,8677
1081,1.7,Avancement de la Démocratie,Calgary Skyview,48013,Stephen,,Calgary Skyview,Democratic Advancement,Alberta,310,Garvey,45303,validés,validated,786
1082,45.9,Libéral,Calgary Skyview,48013,Darshan Singh,,Calgary Skyview,Liberal,Alberta,310,Kang,45303,validés,validated,20644
1083,2.1,Parti PC,Calgary Skyview,48013,Najeeb,,Calgary Skyview,PC Party,Alberta,310,Butt,45303,validés,validated,957
